Date,Medication,Sales,Region,Temperature,Humidity,Flu_Cases,Pollen_Count,Google_Trends,Marketing_Spend,Holiday,Month,Season
2023-03-28,Fever Reducer,660,Calgary,11.1,75.8,112.0,139.0,61.5,1093.94,Not a Holiday,March,Spring
2023-03-29,Cold Relief,423,Toronto,9.6,64.4,107.0,154.0,51.0,1234.3,Not a Holiday,March,Spring
2023-03-29,Cold Relief,372,Vancouver,13.9,74.2,77.0,149.0,46.5,723.39,Not a Holiday,March,Spring
2023-03-29,Cold Relief,444,Montreal,12.4,73.8,92.662113182698,154.0,53.1,1139.94,Not a Holiday,March,Spring
2023-03-29,Cold Relief,536,Calgary,10.1,69.3,119.0,157.0,60.2,758.82,Not a Holiday,March,Spring
2023-03-29,Allergy Relief,1745,Toronto,12.5,68.4,88.0,144.0,98.9,3254.46,Not a Holiday,March,Spring
2023-03-29,Allergy Relief,1615,Vancouver,9.7,72.1,112.0,161.0,84.8,3269.31,Not a Holiday,March,Spring
2023-03-29,Allergy Relief,1885,Montreal,8.4,66.7,107.0,159.0,87.2,3383.87,Not a Holiday,March,Spring
2023-03-29,Allergy Relief,1854,Calgary,11.3,66.8,89.0,143.0,89.7,3780.79,Not a Holiday,March,Spring
2023-03-29,Pain Relief,608,Toronto,20.5,72.1,115.0,157.0,69.6,950.33,Not a Holiday,March,Spring
2023-03-29,Pain Relief,676,Vancouver,13.6,90.99431756134004,109.0,132.11262692518602,77.8,1261.6,Not a Holiday,March,Spring
2023-03-29,Pain Relief,610,Montreal,10.2,65.6,90.0,157.0,61.2,944.34,Not a Holiday,March,Spring
2023-03-29,Pain Relief,558,Calgary,12.7,78.0,90.0,147.0,53.1,1128.33,Not a Holiday,March,Spring
2023-03-29,Cough Suppressant,270,Toronto,10.4,84.4,86.0,153.0,48.4,500.0,Not a Holiday,March,Spring
2023-03-29,Cough Suppressant,399,Vancouver,14.4,79.7,98.0,838.9817753711761,53.7,1498.83,Not a Holiday,March,Spring
2023-03-29,Cough Suppressant,360,Montreal,8.8,69.7,89.0,166.0,60.0,1505.76,Not a Holiday,March,Spring
2023-03-29,Cough Suppressant,356,Calgary,5.9,71.8,112.0,154.0,68.8,1002.08,Not a Holiday,March,Spring
2023-03-29,Fever Reducer,489,Toronto,8.2,64.4,111.0,126.0,49.0,844.29,Not a Holiday,March,Spring
2023-03-29,Fever Reducer,522,Vancouver,14.0,76.8,92.0,157.0,60.6,1336.59,Not a Holiday,March,Spring
2023-03-29,Fever Reducer,489,Montreal,11.8,71.8,97.0,128.0,42.2,893.6,Not a Holiday,March,Spring
2023-03-29,Fever Reducer,501,Calgary,10.0,65.6,117.0,151.0,47.8,500.0,Not a Holiday,March,Spring
2023-03-30,Cold Relief,204,Toronto,17.8,64.7,87.0,160.0,16.9,954.59,Not a Holiday,March,Spring
2023-03-30,Cold Relief,274,Vancouver,11.6,70.0,101.0,158.0,25.2,500.0,Not a Holiday,March,Spring
2023-03-30,Cold Relief,453,Montreal,5.1,79.0,114.0,168.0,50.8,1081.28,Not a Holiday,March,Spring
2023-03-30,Cold Relief,466,Calgary,8.2,69.8,91.0,155.0,52.7,907.9,Not a Holiday,March,Spring
2023-03-30,Allergy Relief,1782,Toronto,11.7,62.6,97.0,160.0,86.8,4054.68,Not a Holiday,March,Spring
2023-03-30,Allergy Relief,1681,Vancouver,4.8,75.3,84.0,142.0,69.9,4142.81,Not a Holiday,March,Spring
2023-03-30,Allergy Relief,1657,Montreal,9.8,69.4,115.0,133.0,77.8,3498.66,Not a Holiday,March,Spring
2023-03-30,Allergy Relief,1775,Calgary,11.3,66.1,113.0,176.0,91.5,4258.1,Not a Holiday,March,Spring
2023-03-30,Pain Relief,527,Toronto,17.4,66.3,76.18553863426416,154.0,66.9,1176.06,Not a Holiday,March,Spring
2023-03-30,Pain Relief,640,Vancouver,13.3,75.7,100.0,174.0,64.7,1603.27,Not a Holiday,March,Spring
2023-03-30,Pain Relief,624,Montreal,9.4,64.2,119.0,163.0,74.7,1642.8086219236768,Not a Holiday,March,Spring
2023-03-30,Pain Relief,609,Calgary,8.6,57.9,106.0,136.0,72.4,578.71,Not a Holiday,March,Spring
2023-03-30,Cough Suppressant,371,Toronto,15.2,66.3,93.0,88.72854825917176,56.9,500.0,Not a Holiday,March,Spring
2023-03-30,Cough Suppressant,298,Vancouver,16.6,67.6,96.0,141.0,52.4,893.54,Not a Holiday,March,Spring
2023-03-30,Cough Suppressant,345,Montreal,9.8,69.9,107.0,154.0,61.3,1072.93,Not a Holiday,March,Spring
2023-03-30,Cough Suppressant,299,Calgary,10.9,71.6,93.0,171.0,44.9,913.72,Not a Holiday,March,Spring
2023-03-30,Fever Reducer,447,Toronto,14.6,65.8,95.0,166.0,40.5,1021.93,Not a Holiday,March,Spring
2023-03-30,Fever Reducer,475,Vancouver,16.2,64.3,95.0,153.0,43.5,1042.09,Not a Holiday,March,Spring
2023-03-30,Fever Reducer,534,Montreal,14.7,65.9,92.0,162.0,58.6,1179.24,Not a Holiday,March,Spring
2023-03-30,Fever Reducer,408,Calgary,8.7,70.8,98.0,142.0,41.5,500.0,Not a Holiday,March,Spring
2023-03-31,Cold Relief,361,Toronto,16.9,70.2,103.0,160.0,50.7,500.0,Not a Holiday,March,Spring
2023-03-31,Cold Relief,505,Vancouver,12.3,73.1,89.0,159.0,52.9,1444.73,Not a Holiday,March,Spring
2023-03-31,Cold Relief,417,Montreal,15.0,67.2,101.0,160.0,48.8,742.0,Not a Holiday,March,Spring
2023-03-31,Cold Relief,513,Calgary,13.0,67.8,95.0,147.0,58.9,1452.86,Not a Holiday,March,Spring
2023-03-31,Allergy Relief,1268,Toronto,15.0,65.6,115.0,121.0,72.4,3434.72,Not a Holiday,March,Spring
2023-03-31,Allergy Relief,1606,Vancouver,13.8,76.5,99.0,182.0,72.7,3207.49,Not a Holiday,March,Spring
2023-03-31,Allergy Relief,1260,Montreal,10.7,69.6,87.0,144.0,70.6,3665.32,Not a Holiday,March,Spring
2023-03-31,Allergy Relief,1383,Calgary,6.5,76.0,101.0,135.0,73.0,3408.84,Not a Holiday,March,Spring
2023-03-31,Pain Relief,623,Toronto,14.1,71.2,107.0,128.0,55.2,1133.46,Not a Holiday,March,Spring
2023-03-31,Pain Relief,803,Vancouver,9.7,64.9,132.8301827593426,150.0,80.2,500.0,Not a Holiday,March,Spring
2023-03-31,Pain Relief,710,Montreal,10.4,68.0,116.0,148.0,78.3,1222.9,Not a Holiday,March,Spring
2023-03-31,Pain Relief,596,Calgary,12.4,74.7,97.0,147.0,56.2,1577.48,Not a Holiday,March,Spring
2023-03-31,Cough Suppressant,368,Toronto,14.9,77.2,89.0,161.0,50.7,1579.2,Not a Holiday,March,Spring
2023-03-31,Cough Suppressant,331,Vancouver,10.1,70.3,91.0,150.0,41.5,1305.59,Not a Holiday,March,Spring
2023-03-31,Cough Suppressant,257,Montreal,10.1,77.8,104.0,147.0,38.9,698.86,Not a Holiday,March,Spring
2023-03-31,Cough Suppressant,486,Calgary,11.0,67.2,119.0,150.0,70.7,1586.6,Not a Holiday,March,Spring
2023-03-31,Fever Reducer,564,Toronto,13.6,60.0,82.0,154.0,45.6,1059.99,Not a Holiday,March,Spring
2023-03-31,Fever Reducer,503,Vancouver,8.3,68.6,111.0,126.0,48.8,783.88,Not a Holiday,March,Spring
2023-03-31,Fever Reducer,704,Montreal,9.9,75.5,110.0,150.0,61.1,1501.41,Not a Holiday,March,Spring
2023-03-31,Fever Reducer,413,Calgary,9.9,67.93489362672679,93.0,89.44353267623015,37.1,996.1089733438318,Not a Holiday,March,Spring
2023-04-01,Cold Relief,553,Toronto,16.7,70.7,105.0,145.0,63.7,939.01,Not a Holiday,April,Spring
2023-04-01,Cold Relief,452,Vancouver,11.680657287012615,65.2,113.0,143.0,47.0,1060.28,Not a Holiday,April,Spring
2023-04-01,Cold Relief,490,Montreal,15.482145476719062,69.9,79.90256356075935,158.0,59.318840518303396,834.86,Not a Holiday,April,Spring
2023-04-01,Cold Relief,399,Calgary,13.6,75.9,101.0,125.0,45.1,647.28,Not a Holiday,April,Spring
2023-04-01,Allergy Relief,1415,Toronto,13.8,90.99431756134004,109.0,153.0,77.7,3133.88,Not a Holiday,April,Spring
2023-04-01,Allergy Relief,2768,Vancouver,15.2,68.1,92.0,154.0,70.25455348245688,3220.23,Not a Holiday,April,Spring
2023-04-01,Allergy Relief,1745,Montreal,12.8,71.15208372091408,107.0,163.0,79.9,3750.23,Not a Holiday,April,Spring
2023-04-01,Allergy Relief,1871,Calgary,8.0,62.9,101.0,162.0,70.9197852168434,3382.15,Not a Holiday,April,Spring
2023-04-01,Pain Relief,717,Toronto,13.5,70.73413702708834,98.0,153.0,70.7,1018.54,Not a Holiday,April,Spring
2023-04-01,Pain Relief,771,Vancouver,9.890612504505548,61.5,99.0,147.0,81.3,791.89,Not a Holiday,April,Spring
2023-04-01,Pain Relief,630,Montreal,9.4,90.99431756134004,112.0,140.0,57.6,1191.09,Not a Holiday,April,Spring
2023-04-01,Pain Relief,705,Calgary,8.9,68.5,864.8802015337154,160.0,74.7,1263.79,Not a Holiday,April,Spring
2023-04-01,Cough Suppressant,309,Toronto,12.3,67.7,106.0,165.0,45.2,1241.44,Not a Holiday,April,Spring
2023-04-01,Cough Suppressant,312,Vancouver,12.3,77.6,96.0,151.0,57.6,655.35,Not a Holiday,April,Spring
2023-04-01,Cough Suppressant,303,Montreal,14.1,75.0,103.0,146.0,41.8,707.53,Not a Holiday,April,Spring
2023-04-01,Cough Suppressant,407,Calgary,8.5,78.4,91.0,160.0,64.7,831.08,Not a Holiday,April,Spring
2023-04-01,Fever Reducer,494,Toronto,16.4,70.3,98.0,166.0,41.1,921.15,Not a Holiday,April,Spring
2023-04-01,Fever Reducer,479,Vancouver,14.0,65.5,93.0,173.0,36.8,1385.49,Not a Holiday,April,Spring
2023-04-01,Fever Reducer,498,Montreal,7.4,67.6,87.0,174.0,48.0,718.88,Not a Holiday,April,Spring
2023-04-01,Fever Reducer,440,Calgary,41.691207729292636,78.4,102.0,722.7373125185433,29.8,500.0,Not a Holiday,April,Spring
2023-04-02,Cold Relief,458,Toronto,11.833107498279112,63.1,104.0,171.0,56.7,873.72,Not a Holiday,April,Spring
2023-04-02,Cold Relief,408,Vancouver,10.5,68.9,111.0,159.0,40.3,1034.06,Not a Holiday,April,Spring
2023-04-02,Cold Relief,465,Montreal,6.9,61.0,117.0,158.0,57.3,727.5,Not a Holiday,April,Spring
2023-04-02,Cold Relief,585,Calgary,17.4,63.8,114.0,147.0,55.3,1335.67,Not a Holiday,April,Spring
2023-04-02,Allergy Relief,2315,Toronto,15.2,73.9,100.0,127.0,83.2,3739.08,Not a Holiday,April,Spring
2023-04-02,Allergy Relief,1576,Vancouver,11.7,77.7,94.0,136.0,100.0,3316.45,Not a Holiday,April,Spring
2023-04-02,Allergy Relief,1865,Montreal,14.8,90.99431756134004,91.0,130.0,93.2,3505.17,Not a Holiday,April,Spring
2023-04-02,Allergy Relief,1731,Calgary,13.4,77.2,88.0,146.0,99.6,3174.9,Not a Holiday,April,Spring
2023-04-02,Pain Relief,687,Toronto,13.3,69.1,92.0,149.0,59.952840517593984,918.76,Not a Holiday,April,Spring
2023-04-02,Pain Relief,823,Vancouver,11.2,78.9,90.0,164.0,84.3,984.23,Not a Holiday,April,Spring
2023-04-02,Pain Relief,633,Montreal,10.5,74.5,105.5331008463292,161.0,71.5,794.18,Not a Holiday,April,Spring
2023-04-02,Pain Relief,691,Calgary,9.8,62.2,98.0,126.0,77.7,1506.65,Not a Holiday,April,Spring
2023-04-02,Cough Suppressant,307,Toronto,11.7,72.5,91.0,137.0,96.93790346646676,1517.8,Not a Holiday,April,Spring
2023-04-02,Cough Suppressant,345,Vancouver,11.2,70.0,94.0,134.0,55.1,943.31,Not a Holiday,April,Spring
2023-04-02,Cough Suppressant,367,Montreal,12.0,73.7,92.0,147.0,68.3,744.52,Not a Holiday,April,Spring
2023-04-02,Cough Suppressant,425,Calgary,8.4,68.86445659099526,128.0,153.0,51.8,758.94,Not a Holiday,April,Spring
2023-04-02,Fever Reducer,705,Toronto,15.2,67.1,97.0,147.0,64.3,1060.31,Not a Holiday,April,Spring
2023-04-02,Fever Reducer,602,Vancouver,17.7,64.3,96.0,158.0,62.8,1009.9,Not a Holiday,April,Spring
2023-04-02,Fever Reducer,469,Montreal,12.4,70.10078847131274,109.0,150.0,44.8,1184.06,Not a Holiday,April,Spring
2023-04-02,Fever Reducer,558,Calgary,8.0,75.0,95.0,165.0,48.8,1338.56,Not a Holiday,April,Spring
2023-04-03,Cold Relief,485,Toronto,21.0,69.5,83.0,113.61945617352981,45.5,1255.6,Not a Holiday,April,Spring
2023-04-03,Cold Relief,455,Vancouver,9.5,72.3,112.6925505476201,169.0,60.5,715.77,Not a Holiday,April,Spring
2023-04-03,Cold Relief,443,Montreal,8.5,57.1,100.0,154.0,46.5,975.05,Not a Holiday,April,Spring
2023-04-03,Cold Relief,401,Calgary,12.9,71.6,87.0,166.0,61.1,639.54,Not a Holiday,April,Spring
2023-04-03,Allergy Relief,2089,Toronto,16.3,68.0,80.0,154.0,72.6,3340.16,Not a Holiday,April,Spring
2023-04-03,Allergy Relief,1312,Vancouver,13.8,69.8,92.0,159.0,73.6,3293.94,Not a Holiday,April,Spring
2023-04-03,Allergy Relief,1360,Montreal,11.7,70.15822081615559,104.0,128.0,96.93790346646676,3711.96,Not a Holiday,April,Spring
2023-04-03,Allergy Relief,1411,Calgary,10.5,65.5,97.0,141.0,81.8,4318.55,Not a Holiday,April,Spring
2023-04-03,Pain Relief,615,Toronto,15.5,61.1,100.0,163.0,74.0,955.06,Not a Holiday,April,Spring
2023-04-03,Pain Relief,675,Vancouver,16.5,74.6,114.0,147.0,57.5,1356.7216875270756,Not a Holiday,April,Spring
2023-04-03,Pain Relief,651,Montreal,14.8,70.4,101.0,148.0,72.5,874.99,Not a Holiday,April,Spring
2023-04-03,Pain Relief,775,Calgary,7.3,69.3,111.0,180.0,83.9,758.1,Not a Holiday,April,Spring
2023-04-03,Cough Suppressant,314,Toronto,15.0,71.8,123.0,149.0,58.16306926463567,500.0,Not a Holiday,April,Spring
2023-04-03,Cough Suppressant,229,Vancouver,11.8,65.9,113.0,143.0,43.1,780.62,Not a Holiday,April,Spring
2023-04-03,Cough Suppressant,364,Montreal,12.4,74.7,94.0,150.0,58.3,1046.46,Not a Holiday,April,Spring
2023-04-03,Cough Suppressant,322,Calgary,13.4,66.3,99.0,145.0,47.8,718.55,Not a Holiday,April,Spring
2023-04-03,Fever Reducer,516,Toronto,12.3,71.4,96.0,168.0,55.2,798.1,Not a Holiday,April,Spring
2023-04-03,Fever Reducer,593,Vancouver,13.2,77.6,91.0,154.0,50.1,1272.52,Not a Holiday,April,Spring
2023-04-03,Fever Reducer,490,Montreal,11.5,73.0,106.0,151.0,36.9,1046.7,Not a Holiday,April,Spring
2023-04-03,Fever Reducer,504,Calgary,12.1,69.64952979552257,99.0,135.0,49.0,500.0,Not a Holiday,April,Spring
2023-04-04,Cold Relief,389,Toronto,10.6,69.2,118.0,166.0,34.9,1272.53,Not a Holiday,April,Spring
2023-04-04,Cold Relief,393,Vancouver,15.1,71.10195076747489,95.0,160.0,36.7,830.51,Not a Holiday,April,Spring
2023-04-04,Cold Relief,328,Montreal,7.4,70.9,93.0,171.0,20.7,1400.64,Not a Holiday,April,Spring
2023-04-04,Cold Relief,399,Calgary,12.2,67.9,98.0,137.0,32.8,1009.63,Not a Holiday,April,Spring
2023-04-04,Allergy Relief,2298,Toronto,17.3,79.6,81.0,173.0,95.2,3059.89,Not a Holiday,April,Spring
2023-04-04,Allergy Relief,1901,Vancouver,16.8,68.8,111.0,140.0,94.3,3506.08,Not a Holiday,April,Spring
2023-04-04,Allergy Relief,1869,Montreal,11.2,71.3,101.0,161.0,75.4,3450.48,Not a Holiday,April,Spring
2023-04-04,Allergy Relief,1554,Calgary,9.8,75.6,102.0,175.0,94.6,3273.77,Not a Holiday,April,Spring
2023-04-04,Pain Relief,678,Toronto,13.6,70.95512094407405,96.25081239718725,155.0,84.0,1258.06,Not a Holiday,April,Spring
2023-04-04,Pain Relief,667,Vancouver,10.8,71.0,110.0,163.0,63.7,728.62,Not a Holiday,April,Spring
2023-04-04,Pain Relief,603,Montreal,9.9,65.3,109.0,151.0,73.1,1040.93,Not a Holiday,April,Spring
2023-04-04,Pain Relief,782,Calgary,6.3,69.6,121.0,172.0,70.8,956.62,Not a Holiday,April,Spring
2023-04-04,Cough Suppressant,297,Toronto,15.2,81.7,94.0,132.0,40.1,736.12,Not a Holiday,April,Spring
2023-04-04,Cough Suppressant,353,Vancouver,10.4,69.73618721151092,105.0,157.0,62.8,647.26,Not a Holiday,April,Spring
2023-04-04,Cough Suppressant,283,Montreal,10.4,74.7,99.0,160.0,52.3,594.54,Not a Holiday,April,Spring
2023-04-04,Cough Suppressant,288,Calgary,15.0,66.9,917.8320506072082,144.0,40.6,542.47,Not a Holiday,April,Spring
2023-04-04,Fever Reducer,534,Toronto,15.393040019721973,71.8,97.0,141.0,58.6,857.51,Not a Holiday,April,Spring
2023-04-04,Fever Reducer,585,Vancouver,10.410760110356975,62.8,108.0,158.0,96.93790346646676,1109.9,Not a Holiday,April,Spring
2023-04-04,Fever Reducer,583,Montreal,16.2,66.9,124.0,151.0,35.8,1736.18,Not a Holiday,April,Spring
2023-04-04,Fever Reducer,486,Calgary,16.5,70.3,112.0,148.0,55.5,762.79,Not a Holiday,April,Spring
2023-04-05,Cold Relief,444,Toronto,19.4,79.1,104.0,143.0,46.1,825.95,Not a Holiday,April,Spring
2023-04-05,Cold Relief,397,Vancouver,8.3,69.5,116.0,143.0,43.1,839.43,Not a Holiday,April,Spring
2023-04-05,Cold Relief,510,Montreal,18.1,67.9,105.0,138.0,72.3,1534.2669579465041,Not a Holiday,April,Spring
2023-04-05,Cold Relief,313,Calgary,10.5,78.7,81.0,156.0,33.2,1038.62,Not a Holiday,April,Spring
2023-04-05,Allergy Relief,1596,Toronto,13.1,71.0,98.0,142.0,70.6,3355.16,Not a Holiday,April,Spring
2023-04-05,Allergy Relief,1541,Vancouver,12.2,71.4,95.0,139.0,87.8,4094.98,Not a Holiday,April,Spring
2023-04-05,Allergy Relief,1874,Montreal,9.4,72.7,89.0,161.0,87.3,1845.8910431387003,Not a Holiday,April,Spring
2023-04-05,Allergy Relief,1658,Calgary,12.7,76.8,106.0,139.0,79.7,4033.9,Not a Holiday,April,Spring
2023-04-05,Pain Relief,700,Toronto,13.2,72.0,96.16416833055132,148.0,72.4,1311.65,Not a Holiday,April,Spring
2023-04-05,Pain Relief,634,Vancouver,13.9,69.9,97.0,136.0,69.7,4522.195695994874,Not a Holiday,April,Spring
2023-04-05,Pain Relief,731,Montreal,9.4,67.5,100.0,143.0,59.7,580.58,Not a Holiday,April,Spring
2023-04-05,Pain Relief,668,Calgary,6.6,67.4,113.0,158.0,75.2,1018.4,Not a Holiday,April,Spring
2023-04-05,Cough Suppressant,391,Toronto,15.7,75.3,91.0,157.0,65.8,500.0,Not a Holiday,April,Spring
2023-04-05,Cough Suppressant,319,Vancouver,13.8,65.6,94.0,165.0,52.5,678.69,Not a Holiday,April,Spring
2023-04-05,Cough Suppressant,278,Montreal,12.9,66.0,98.0,159.0,41.4,1195.65,Not a Holiday,April,Spring
2023-04-05,Cough Suppressant,345,Calgary,5.2,68.2,100.0,175.0,61.2,874.99,Not a Holiday,April,Spring
2023-04-05,Fever Reducer,545,Toronto,15.3,64.7,92.0,145.0,54.1,1002.85,Not a Holiday,April,Spring
2023-04-05,Fever Reducer,597,Vancouver,9.3,77.9,84.0,150.0,41.6,1357.22,Not a Holiday,April,Spring
2023-04-05,Fever Reducer,644,Montreal,11.6,70.2,101.0,139.0,59.6,696.69,Not a Holiday,April,Spring
2023-04-05,Fever Reducer,543,Calgary,15.09476051243734,72.6,107.0,131.0,60.6375057855345,975.96,Not a Holiday,April,Spring
2023-04-06,Cold Relief,385,Toronto,-1.5659639182669345,65.49332488229268,110.0,144.0,30.3,558.89,Not a Holiday,April,Spring
2023-04-06,Cold Relief,472,Vancouver,12.0,72.5,85.0,133.0,55.4,1313.36,Not a Holiday,April,Spring
2023-04-06,Cold Relief,419,Montreal,16.2,73.1,92.0,160.0,45.9,760.46,Not a Holiday,April,Spring
2023-04-06,Cold Relief,466,Calgary,9.7,69.43956760842867,100.0,147.0,68.9,1213.31,Not a Holiday,April,Spring
2023-04-06,Allergy Relief,2515,Toronto,21.4,70.1,106.0,124.0,90.0,3152.6,Not a Holiday,April,Spring
2023-04-06,Allergy Relief,1767,Vancouver,16.0,74.9,111.0,138.0,71.1,3304.97,Not a Holiday,April,Spring
2023-04-06,Allergy Relief,1533,Montreal,10.2,77.6,102.0,144.0,64.9,3335.28,Not a Holiday,April,Spring
2023-04-06,Allergy Relief,1876,Calgary,10.8,64.0,101.0,127.0,95.2,4110.42,Not a Holiday,April,Spring
2023-04-06,Pain Relief,512,Toronto,17.0,66.0,104.0,136.0,71.3,754.94,Not a Holiday,April,Spring
2023-04-06,Pain Relief,679,Vancouver,15.0,62.5,107.0,163.0,71.1,915.08,Not a Holiday,April,Spring
2023-04-06,Pain Relief,2064,Montreal,13.4,73.7,101.0,131.0,74.4,1200.21,Not a Holiday,April,Spring
2023-04-06,Pain Relief,726,Calgary,11.6,68.5,107.0,672.1962417130508,48.71015142574035,816.43,Not a Holiday,April,Spring
2023-04-06,Cough Suppressant,206,Toronto,22.3,68.3,89.0,143.0,29.2,1406.03,Not a Holiday,April,Spring
2023-04-06,Cough Suppressant,291,Vancouver,11.2,64.1,101.0,143.0,41.2,770.36,Not a Holiday,April,Spring
2023-04-06,Cough Suppressant,336,Montreal,12.5,79.5,100.0,169.0,46.8,6091.012300767448,Not a Holiday,April,Spring
2023-04-06,Cough Suppressant,346,Calgary,11.8,71.7,105.0,158.0,40.7,1125.3,Not a Holiday,April,Spring
2023-04-06,Fever Reducer,409,Toronto,16.1,68.9,107.0,152.0,38.7,746.49,Not a Holiday,April,Spring
2023-04-06,Fever Reducer,573,Vancouver,11.3,71.2,103.0,159.0,45.3,1334.27,Not a Holiday,April,Spring
2023-04-06,Fever Reducer,541,Montreal,14.6,75.4,93.0,143.0,44.8,1219.5,Not a Holiday,April,Spring
2023-04-06,Fever Reducer,754,Calgary,12.1,64.2,80.0,137.0,64.3,1435.043428915069,Not a Holiday,April,Spring
2023-04-07,Cold Relief,514,Toronto,13.8,68.4,90.0,153.0,60.8,1094.29,Holiday,April,Spring
2023-04-07,Cold Relief,568,Vancouver,11.0,67.2,99.0,158.0,50.5,1262.86,Holiday,April,Spring
2023-04-07,Cold Relief,413,Montreal,17.9,72.4,102.0,152.0,32.9,859.94,Holiday,April,Spring
2023-04-07,Cold Relief,528,Calgary,7.7,68.3,108.0,147.0,60.3,1097.15,Holiday,April,Spring
2023-04-07,Allergy Relief,1833,Toronto,11.1,72.5,99.0,137.0,80.4,3546.7,Holiday,April,Spring
2023-04-07,Allergy Relief,1601,Vancouver,12.7,57.4,102.0,173.0,74.3,3577.27,Holiday,April,Spring
2023-04-07,Allergy Relief,3125,Montreal,16.3,71.16729028297937,102.0,108.25268961804971,95.5,4139.03,Holiday,April,Spring
2023-04-07,Allergy Relief,1994,Calgary,10.9,68.3,100.0,143.0,86.8,3653.91,Holiday,April,Spring
2023-04-07,Pain Relief,835,Toronto,13.1,75.1,96.0,131.0,72.4,2845.45,Holiday,April,Spring
2023-04-07,Pain Relief,927,Vancouver,13.5,70.9,101.0,99.67698922360603,71.5,2348.69,Holiday,April,Spring
2023-04-07,Pain Relief,926,Montreal,11.2,69.86595196365775,114.0,140.0,70.3,2519.06,Holiday,April,Spring
2023-04-07,Pain Relief,846,Calgary,8.2,64.0,108.0,150.0,76.2,2365.21,Holiday,April,Spring
2023-04-07,Cough Suppressant,520,Toronto,16.4,67.0,121.0,139.0,74.3,841.67,Holiday,April,Spring
2023-04-07,Cough Suppressant,1224,Vancouver,17.8,73.9,83.0,161.0,47.0,1264.51,Holiday,April,Spring
2023-04-07,Cough Suppressant,380,Montreal,10.5,64.8,104.0,173.0,41.8,560.95,Holiday,April,Spring
2023-04-07,Cough Suppressant,403,Calgary,10.1,74.5,116.0,160.0,46.1,911.44,Holiday,April,Spring
2023-04-07,Fever Reducer,623,Toronto,18.3,69.5,109.0,164.0,43.5,1188.84,Holiday,April,Spring
2023-04-07,Fever Reducer,355,Vancouver,6.5,75.6,101.0,137.0,22.4,1044.35,Holiday,April,Spring
2023-04-07,Fever Reducer,634,Montreal,14.1,71.2,106.0,149.0,31.3,1658.9,Holiday,April,Spring
2023-04-07,Fever Reducer,601,Calgary,6.1,68.3,97.0,142.0,47.6,914.47,Holiday,April,Spring
2023-04-08,Cold Relief,457,Toronto,15.2,67.0,108.0,145.0,54.5,1295.0827918957457,Not a Holiday,April,Spring
2023-04-08,Cold Relief,339,Vancouver,10.3,69.4,101.0,153.0,55.0,955.21,Not a Holiday,April,Spring
2023-04-08,Cold Relief,518,Montreal,10.7,78.9,90.0,145.0,54.2,1503.0,Not a Holiday,April,Spring
2023-04-08,Cold Relief,559,Calgary,12.330696315235315,66.7,105.0,141.0,66.8,1026.39,Not a Holiday,April,Spring
2023-04-08,Allergy Relief,1511,Toronto,12.9,78.3,103.0,149.0,81.0,3347.89,Not a Holiday,April,Spring
2023-04-08,Allergy Relief,1520,Vancouver,16.620490673566387,76.3,84.0,145.0,100.0,3190.96,Not a Holiday,April,Spring
2023-04-08,Allergy Relief,2005,Montreal,18.3,71.5,108.0,143.0,77.0,3996.35,Not a Holiday,April,Spring
2023-04-08,Allergy Relief,1510,Calgary,2.7,76.1,99.0,160.0,81.9,4039.52,Not a Holiday,April,Spring
2023-04-08,Pain Relief,720,Toronto,15.1,66.5,76.0,154.0,74.6,1085.1,Not a Holiday,April,Spring
2023-04-08,Pain Relief,668,Vancouver,9.9,65.0,104.0,150.0,70.4,1080.94,Not a Holiday,April,Spring
2023-04-08,Pain Relief,557,Montreal,8.9,70.1,99.0,153.0,60.8,978.27,Not a Holiday,April,Spring
2023-04-08,Pain Relief,747,Calgary,9.8,75.2,112.5543038737191,151.0,76.5,1061.2,Not a Holiday,April,Spring
2023-04-08,Cough Suppressant,322,Toronto,14.4,71.2199421995815,105.0,165.0,62.4,1253.91,Not a Holiday,April,Spring
2023-04-08,Cough Suppressant,354,Vancouver,12.7,69.2,106.0,143.0,61.1,1334.22,Not a Holiday,April,Spring
2023-04-08,Cough Suppressant,328,Montreal,7.4,72.7,110.0,157.0,53.0,1048.08,Not a Holiday,April,Spring
2023-04-08,Cough Suppressant,295,Calgary,14.8,71.8,99.0,158.0,45.9,500.0,Not a Holiday,April,Spring
2023-04-08,Fever Reducer,1668,Toronto,16.8,71.7,108.0,150.0,56.5,1138.87,Not a Holiday,April,Spring
2023-04-08,Fever Reducer,612,Vancouver,15.6,70.4,103.0,152.0,57.4,1238.18,Not a Holiday,April,Spring
2023-04-08,Fever Reducer,650,Montreal,8.4,71.5,116.0,128.0,56.6,606.02,Not a Holiday,April,Spring
2023-04-08,Fever Reducer,519,Calgary,9.3,71.2,92.0,155.0,55.6,809.42,Not a Holiday,April,Spring
2023-04-09,Cold Relief,514,Toronto,10.914645475949975,63.5,103.0,142.0,48.0,1227.42,Not a Holiday,April,Spring
2023-04-09,Cold Relief,561,Vancouver,10.3,64.4,97.0,140.0,65.5,1333.64,Not a Holiday,April,Spring
2023-04-09,Cold Relief,477,Montreal,10.3,76.4,108.0,149.0,63.530560565022874,1677.88,Not a Holiday,April,Spring
2023-04-09,Cold Relief,508,Calgary,10.8,76.8,102.0,145.0,53.0,913.59,Not a Holiday,April,Spring
