Date,Medication,Sales,Region,Temperature,Humidity,Flu_Cases,Pollen_Count,Google_Trends,Marketing_Spend,Holiday
2023-02-11,Pain Relief,696.0,Montreal,-6.1,64.3,284.0,11.0,62.4,1199.09,
2023-02-11,Pain Relief,710.0,Calgary,-16.7,65.2,297.0,9.0,77.6,1062.66,
2023-02-11,Cough Suppressant,1306.0,Toronto,-6.2,50.5,309.0,11.0,71.9,761.2,
2023-02-11,Cough Suppressant,1014.0,Vancouver,5.9,58.4,321.0,10.0,,607.67,
2023-02-11,Cough Suppressant,1331.0,Montreal,-9.9,50.8,301.0,13.0,68.7,1172.21,
2023-02-11,Cough Suppressant,1670.0,Calgary,-15.6,56.1,323.0,11.0,91.7,1315.66,
2023-02-11,Fever Reducer,943.0,Toronto,-5.7,62.0,298.0,7.0,64.8,925.64,
2023-02-11,Fever Reducer,686.0,Vancouver,5.0,54.3,303.0,6.0,,1060.72,
2023-02-11,Fever Reducer,774.0,Montreal,,52.9,280.0,13.0,57.3,982.61,
2023-02-11,Fever Reducer,1230.0,Calgary,-13.1,68.8,331.0,11.0,92.9,1232.87,
2023-02-12,Cold Relief,1307.0,Toronto,-1.3,58.7,318.0,12.0,69.4,2684.98,
2023-02-12,Cold Relief,1018.0,Vancouver,7.3,56.9,299.0,8.0,66.5,3633.39,
2023-02-12,Cold Relief,1483.0,Montreal,-11.0,58.2,321.0,9.0,67.6,3382.33,
2023-02-12,Cold Relief,1533.0,Calgary,-9.8,48.8,,14.0,,2832.36,
2023-02-12,Allergy Relief,320.0,Toronto,-6.0,56.9,306.0,15.0,47.4,767.74,
2023-02-12,Allergy Relief,356.0,Vancouver,5.0,54.7,307.0,10.0,45.0,1517.71,
2023-02-12,Allergy Relief,373.0,Montreal,-7.7,60.5,294.0,5.0,42.0,850.3,
2023-02-12,Allergy Relief,343.0,Calgary,-7.8,61.1,306.0,10.0,45.4,500.0,
2023-02-12,Pain Relief,603.0,Toronto,-2.0,52.1,335.0,4.0,80.2,878.99,
2023-02-12,Pain Relief,659.0,Vancouver,-1.1,66.3,282.0,8.0,76.2,779.18,
2023-02-12,Pain Relief,728.0,Montreal,-8.2,59.8,276.0,12.0,80.6,1141.15,
2023-02-12,Pain Relief,638.0,Calgary,-17.9,63.7,319.0,12.0,86.8,542.33,
2023-02-12,Cough Suppressant,1301.0,Toronto,-2.4,61.3,300.0,,59.7,661.42,
2023-02-12,Cough Suppressant,771.0,Vancouver,7.6,61.8,279.0,16.0,57.8,892.48,
2023-02-12,Cough Suppressant,990.0,Montreal,-6.5,,300.0,12.0,67.7,580.23,
2023-02-12,Cough Suppressant,1382.0,Calgary,-15.1,57.2,281.0,11.0,60.7,991.53,
2023-02-12,Fever Reducer,954.0,Toronto,-3.0,55.9,310.0,15.0,69.0,1050.92,
2023-02-12,Fever Reducer,769.0,Vancouver,6.8,56.2,294.0,9.0,64.0,1298.29,
2023-02-12,Fever Reducer,854.0,Montreal,-10.4,57.5,280.0,5.0,56.0,808.75,
2023-02-12,Fever Reducer,775.0,Calgary,-15.1,61.2,291.0,9.0,28.1,1048.84,
2023-02-13,Cold Relief,2048.0,Toronto,-8.9,62.0,289.0,35.37874956384478,100.0,3253.34,
2023-02-13,Cold Relief,1324.0,Vancouver,-6.965963918266935,52.0,287.0,8.0,83.9,3289.6,
2023-02-13,Cold Relief,1268.0,Montreal,-4.4,57.9,294.0,9.0,59.3,3026.82,
2023-02-13,Cold Relief,1497.0,Calgary,-15.0,64.7,303.0,8.0,74.5,,
2023-02-13,Allergy Relief,422.0,Toronto,-5.2,62.4,295.0,9.0,,748.14,
2023-02-13,Allergy Relief,374.0,Vancouver,5.4,56.6,311.0,8.0,56.6,998.78,
2023-02-13,Allergy Relief,305.0,Montreal,-7.8,49.9,282.0,7.0,47.9,500.0,
2023-02-13,Allergy Relief,339.0,Calgary,-17.6,62.7,314.0,,41.9,850.04,
2023-02-13,Pain Relief,796.0,Toronto,-5.7,59.0,278.0,10.0,76.2,1436.68,
2023-02-13,Pain Relief,671.0,Vancouver,0.8,62.2,288.0,13.0,78.5,,
2023-02-13,Pain Relief,737.0,Montreal,-5.3,59.8,285.0,7.0,67.5,,
2023-02-13,Pain Relief,729.0,Calgary,-13.0,56.4,282.0,13.0,81.8,1049.57,
2023-02-13,Cough Suppressant,1358.0,Toronto,-0.1,,293.0,10.0,71.0,1000.54,
2023-02-13,Cough Suppressant,1381.0,Vancouver,-0.0,73.6,331.0,13.0,80.2,1115.71,
2023-02-13,Cough Suppressant,1283.0,Montreal,-5.7,61.5,313.0,7.0,75.5,,
2023-02-13,Cough Suppressant,1303.0,Calgary,-8.0,53.0,307.0,12.0,62.0,1440.36,
2023-02-13,Fever Reducer,799.0,Toronto,2.8,51.4,315.0,9.0,62.1,1133.24,
2023-02-13,Fever Reducer,837.0,Vancouver,6.8,65.2,276.0,14.0,54.8,1032.4,
2023-02-13,Fever Reducer,867.0,Montreal,-9.4,,263.0,14.0,66.1,761.96,
2023-02-13,Fever Reducer,1050.0,Calgary,-16.4,60.4,333.0,12.0,76.9,597.85,
2023-02-14,Cold Relief,1911.0,Toronto,-4.6,50.8,287.0,11.0,78.4,2833.41,Valentine's Day
2023-02-14,Cold Relief,1222.0,Vancouver,10.2,68.2,,7.0,,2865.39,Valentine's Day
2023-02-14,Cold Relief,1934.0,Montreal,,64.3,312.0,12.0,79.4,,Valentine's Day
2023-02-14,Cold Relief,2012.0,Calgary,-18.4,59.0,320.0,6.0,87.4,3192.58,Valentine's Day
2023-02-14,Allergy Relief,440.0,Toronto,-4.3,55.9,298.0,6.0,49.4,865.64,Valentine's Day
2023-02-14,Allergy Relief,465.0,Vancouver,3.8,68.0,302.0,13.0,64.7,804.8,Valentine's Day
2023-02-14,Allergy Relief,332.0,Montreal,-4.0,58.5,323.0,,40.0,743.47,Valentine's Day
2023-02-14,Allergy Relief,396.0,Calgary,-17.7,45.7,301.0,9.0,55.4,862.34,Valentine's Day
2023-02-14,Pain Relief,1399.0,Toronto,-2.4,64.1,308.0,11.0,98.7,2229.4,Valentine's Day
2023-02-14,Pain Relief,874.0,Vancouver,3.9,57.0,313.0,,,2103.98,Valentine's Day
2023-02-14,Pain Relief,953.0,Montreal,-6.1,90.99431756134003,339.0,8.0,75.8,2419.56,Valentine's Day
2023-02-14,Pain Relief,759.0,Calgary,-11.8,54.0,297.0,10.0,59.9,2097.96,Valentine's Day
2023-02-14,Cough Suppressant,1776.0,Toronto,-9.5,54.4,282.0,10.0,75.9,916.49,Valentine's Day
2023-02-14,Cough Suppressant,1273.0,Vancouver,7.3,61.7,332.0,10.0,80.6,917.61,Valentine's Day
2023-02-14,Cough Suppressant,1541.0,Montreal,-12.1,62.3,328.0,11.0,62.4,1386.76,Valentine's Day
2023-02-14,Cough Suppressant,1997.0,Calgary,-13.2,55.5,330.0,7.0,76.4,1182.48,Valentine's Day
2023-02-14,Fever Reducer,1097.0,Toronto,-5.5,66.8,327.0,10.0,80.0,914.61,Valentine's Day
2023-02-14,Fever Reducer,958.0,Vancouver,5.9,52.8,2462.2609819174145,10.0,69.4,575.34,Valentine's Day
2023-02-14,Fever Reducer,1119.0,Montreal,-10.8,53.1,304.0,11.0,65.9,885.86,Valentine's Day
2023-02-14,Fever Reducer,1382.0,Calgary,-10.1,56.1,285.0,9.0,72.4,878.56,Valentine's Day
2023-02-15,Cold Relief,1372.0,Toronto,,63.2,286.0,12.0,80.9,2485.29,
2023-02-15,Cold Relief,1720.0,Vancouver,3.5,59.6,273.0,5.0,98.9,3066.19,
2023-02-15,Cold Relief,1650.0,Montreal,-9.0,62.9,269.0,10.0,96.4,3272.41,
2023-02-15,Cold Relief,1615.0,Calgary,-8.4,61.6,303.0,16.0,71.6,3383.36,
2023-02-15,Allergy Relief,339.0,Toronto,-4.7,67.5,321.0,15.0,,983.24,
2023-02-15,Allergy Relief,295.0,Vancouver,9.0,56.3,326.0,10.0,42.6,,
2023-02-15,Allergy Relief,284.0,Montreal,-15.4,55.2,300.0,10.0,33.7,1024.87,
2023-02-15,Allergy Relief,465.0,Calgary,-10.5,67.1,309.0,,57.9,974.87,
2023-02-15,Pain Relief,534.0,Toronto,-5.6,59.1,307.0,12.0,63.7,787.99,
2023-02-15,Pain Relief,579.0,Vancouver,5.3,54.6,280.0,13.0,58.2,1023.71,
2023-02-15,Pain Relief,684.0,Montreal,-9.5,55.0,327.0,11.0,61.2,4872.439814320725,
2023-02-15,Pain Relief,620.0,Calgary,-12.2,60.2,311.0,7.0,66.4,500.0,
2023-02-15,Cough Suppressant,1179.0,Toronto,-5.2,65.7,316.0,13.0,69.7,1233.28,
2023-02-15,Cough Suppressant,1062.0,Vancouver,5.7,50.1,280.0,24.0,72.3,684.87,
2023-02-15,Cough Suppressant,1683.0,Montreal,-10.3,57.6,334.0,11.0,86.5,1348.77,
2023-02-15,Cough Suppressant,1414.0,Calgary,-14.5,48.0,,9.0,68.2,988.5,
2023-02-15,Fever Reducer,817.0,Toronto,-1.7,62.1,293.0,9.0,56.1,952.08,
2023-02-15,Fever Reducer,682.0,Vancouver,6.0,58.8,291.0,14.0,65.1,1263.7,
2023-02-15,Fever Reducer,926.0,Montreal,-10.5,61.4,328.0,17.0,67.8,1549.77,
2023-02-15,Fever Reducer,956.0,Calgary,-15.4,55.5,303.0,17.0,71.0,810.99,
2023-02-16,Cold Relief,1668.0,Toronto,-9.3,57.7,300.0,12.0,82.6,2832.36,
2023-02-16,Cold Relief,1295.0,Vancouver,3.4,57.5,292.0,6.0,64.8,3130.78,
2023-02-16,Cold Relief,1686.0,Montreal,-10.4,64.4,299.0,10.0,97.5,3216.8,
2023-02-16,Cold Relief,2033.0,Calgary,-15.3,57.3,274.0,13.0,92.6,3480.03,
2023-02-16,Allergy Relief,402.0,Toronto,-2.7,58.7,300.0,6.0,55.6,1189.66,
2023-02-16,Allergy Relief,420.0,Vancouver,7.8,63.0,325.0,14.0,,5659.9791084189865,
2023-02-16,Allergy Relief,353.0,Montreal,-3.4,60.4,300.0,,46.0,866.01,
2023-02-16,Allergy Relief,367.0,Calgary,-19.7,54.6,316.0,7.0,96.93790346646676,848.01,
2023-02-16,Pain Relief,763.0,Toronto,-0.5,49.8,282.0,11.0,,1134.83,
2023-02-16,Pain Relief,702.0,Vancouver,3.6,57.8,328.0,8.0,91.9,500.0,
2023-02-16,Pain Relief,660.0,Montreal,-6.8,,288.0,9.0,72.1,996.89,
2023-02-16,Pain Relief,502.0,Calgary,-11.0,56.5,300.0,6.0,56.5,500.0,
2023-02-16,Cough Suppressant,1377.0,Toronto,-4.7,67.1,304.0,13.0,69.8,1515.51,
2023-02-16,Cough Suppressant,1442.0,Vancouver,4.7,48.9,287.0,13.0,73.0,557.0,
2023-02-16,Cough Suppressant,1302.0,Montreal,-11.6,58.1,306.0,10.0,66.4,1340.69,
2023-02-16,Cough Suppressant,855.0,Calgary,-10.9,64.0,311.0,6.0,45.6,809.92,
2023-02-16,Fever Reducer,1161.0,Toronto,-5.3,71.1,306.0,12.0,84.7,1113.18,
2023-02-16,Fever Reducer,786.0,Vancouver,8.1,67.3,304.0,15.0,,1249.45,
2023-02-16,Fever Reducer,1071.0,Montreal,-14.3,69.6,291.0,11.0,67.4,744.71,
2023-02-16,Fever Reducer,1293.0,Calgary,-12.7,59.1,289.0,9.0,73.4,1542.29,
2023-02-17,Cold Relief,1519.0,Toronto,-4.8,68.3,274.0,5.0,80.6,2962.52,
2023-02-17,Cold Relief,1240.0,Vancouver,8.4,60.8,306.0,8.0,87.1,3044.63,
2023-02-17,Cold Relief,1636.0,Montreal,-9.7,59.9,299.0,10.0,76.2,3094.82,
2023-02-17,Cold Relief,1400.0,Calgary,-11.1,52.5,321.0,,74.4,2982.96,
2023-02-17,Allergy Relief,409.0,Toronto,-6.7,57.0,308.0,9.0,58.8,1105.5,
2023-02-17,Allergy Relief,352.0,Vancouver,6.1,68.1,278.0,9.0,52.4,944.71,
2023-02-17,Allergy Relief,379.0,Montreal,-14.1,55.4,306.0,18.0,50.9,1372.86,
2023-02-17,Allergy Relief,389.0,Calgary,-19.4,68.2,285.0,9.0,53.7,748.79,
2023-02-17,Pain Relief,738.0,Toronto,-2.2,60.8,299.0,7.0,72.3,1349.5,
2023-02-17,Pain Relief,581.0,Vancouver,4.5,66.8,297.0,10.0,46.4,956.06,
2023-02-17,Pain Relief,639.0,Montreal,-13.2,61.3,311.0,15.0,64.5,846.98,
2023-02-17,Pain Relief,553.0,Calgary,-12.2,57.0,,7.0,61.3,500.0,
2023-02-17,Cough Suppressant,1433.0,Toronto,-7.3,59.6,316.0,12.0,76.6,1058.49,
2023-02-17,Cough Suppressant,1425.0,Vancouver,6.5,56.0,282.0,5.0,89.0,1199.6,
2023-02-17,Cough Suppressant,1136.0,Montreal,-12.4,61.7,303.0,16.0,66.1,812.55,
2023-02-17,Cough Suppressant,1268.0,Calgary,-12.8,65.0,310.0,9.0,75.2,1137.52,
2023-02-17,Fever Reducer,972.0,Toronto,-2.0,58.1,314.0,9.0,64.2,1461.27,
2023-02-17,Fever Reducer,686.0,Vancouver,3.2,62.4,285.0,9.0,59.2,903.47,
2023-02-17,Fever Reducer,1156.0,Montreal,-4.3,53.4,303.0,6.0,70.7,782.95,
2023-02-17,Fever Reducer,1008.0,Calgary,-17.9,59.4,311.0,13.0,59.4,500.0,
2023-02-18,Cold Relief,1574.0,Toronto,,57.7,299.0,9.0,90.5,2748.55,
2023-02-18,Cold Relief,1400.0,Vancouver,6.8,,329.0,12.0,85.8,2721.79,
2023-02-18,Cold Relief,1311.0,Montreal,-11.9,65.6,318.0,6.0,62.6,2683.4,
2023-02-18,Cold Relief,1670.0,Calgary,-14.4,65.1,289.0,13.0,75.5,3379.9,
2023-02-18,Allergy Relief,329.0,Toronto,,68.5,325.0,7.0,43.2,997.25,
2023-02-18,Allergy Relief,400.0,Vancouver,10.8,60.4,285.0,9.0,61.8,1158.09,
2023-02-18,Allergy Relief,381.0,Montreal,-7.2,60.9,308.0,14.0,46.0,1212.88,
2023-02-18,Allergy Relief,360.0,Calgary,-14.4,48.2,306.0,8.0,50.2,783.86,
2023-02-18,Pain Relief,552.0,Toronto,-3.8,66.1,339.0,5.0,47.4,,
2023-02-18,Pain Relief,667.0,Vancouver,3.1,51.9,328.0,9.0,,790.12,
2023-02-18,Pain Relief,584.0,Montreal,-5.6,51.8,301.0,3.0,65.6,,
2023-02-18,Pain Relief,698.0,Calgary,,58.1,301.0,13.0,62.4,573.6,
2023-02-18,Cough Suppressant,1171.0,Toronto,-12.5,56.2,320.0,,74.9,706.59,
2023-02-18,Cough Suppressant,1299.0,Vancouver,7.2,63.5,291.0,12.0,90.8,914.89,
2023-02-18,Cough Suppressant,1448.0,Montreal,-6.9,61.1,322.0,7.0,61.7,913.44,
2023-02-18,Cough Suppressant,1211.0,Calgary,-11.6,54.4,292.0,7.0,63.3,1485.11,
2023-02-18,Fever Reducer,871.0,Toronto,-1.6,60.9,290.0,10.0,67.5,662.44,
2023-02-18,Fever Reducer,734.0,Vancouver,6.7,62.8,286.0,12.0,63.6,1020.5,
2023-02-18,Fever Reducer,934.0,Montreal,-3.1,53.0,310.0,14.0,55.2,793.98,
2023-02-18,Fever Reducer,1206.0,Calgary,-12.6,65.6,320.0,14.0,80.7,1062.25,
2023-02-19,Cold Relief,1512.0,Toronto,-3.7,52.0,302.0,11.0,88.7,3098.15,
2023-02-19,Cold Relief,1353.0,Vancouver,9.1,70.2,345.0,12.0,81.5,2989.63,
2023-02-19,Cold Relief,1474.0,Montreal,-3.0,53.0,279.0,14.0,95.9,2823.68,
2023-02-19,Cold Relief,1621.0,Calgary,-13.1,68.7,331.0,,86.6,2966.45,
2023-02-19,Allergy Relief,363.0,Toronto,-8.5,58.4,308.0,13.0,52.8,1096.06,
2023-02-19,Allergy Relief,315.0,Vancouver,3.9,75.8,288.0,9.0,59.1,1087.85,
2023-02-19,Allergy Relief,344.0,Montreal,-14.7,56.8,278.0,9.0,42.5,1456.03,
2023-02-19,Allergy Relief,355.0,Calgary,-12.3,70.3,255.0,10.0,43.1,1264.32,
2023-02-19,Pain Relief,763.0,Toronto,-3.1,,314.0,12.0,71.6,1438.52,
2023-02-19,Pain Relief,792.0,Vancouver,1.1,54.1,303.0,16.0,75.8,,
2023-02-19,Pain Relief,667.0,Montreal,-12.4,63.3,293.0,14.0,81.6,948.55,
2023-02-19,Pain Relief,564.0,Calgary,-12.1,90.99431756134003,303.0,8.0,58.4,1203.79,
2023-02-19,Cough Suppressant,1568.0,Toronto,-11.3,57.9,322.0,9.0,69.9,1269.3,
2023-02-19,Cough Suppressant,937.0,Vancouver,,55.9,319.0,8.0,63.5,739.93,
2023-02-19,Cough Suppressant,1432.0,Montreal,-8.5,63.8,336.0,16.0,78.1,1019.72,
2023-02-19,Cough Suppressant,1275.0,Calgary,-14.8,62.4,316.0,5.0,77.7,1265.08,
2023-02-19,Fever Reducer,1034.0,Toronto,-8.2,61.7,284.0,6.0,60.1,1283.08,
2023-02-19,Fever Reducer,636.0,Vancouver,4.9,57.3,305.0,13.0,51.5,978.93,
2023-02-19,Fever Reducer,950.0,Montreal,-8.7,56.3,308.0,14.0,83.7,773.71,
2023-02-19,Fever Reducer,1067.0,Calgary,-21.0,59.2,296.0,8.0,58.4,1141.42,
2023-02-20,Cold Relief,1400.0,Toronto,-4.2,55.8,282.0,10.0,62.3,2909.8,
2023-02-20,Cold Relief,1389.0,Vancouver,4.0,58.6,282.0,10.0,67.8,15628.107933977879,
2023-02-20,Cold Relief,1296.0,Montreal,-4.8,90.99431756134003,326.0,15.0,70.6,2677.23,
2023-02-20,Cold Relief,1619.0,Calgary,-8.9,62.7,309.0,,83.0,2707.01,
2023-02-20,Allergy Relief,342.0,Toronto,-6.3,56.2,289.0,8.0,47.8,1084.61,
2023-02-20,Allergy Relief,322.0,Vancouver,6.3,68.8,304.0,10.0,96.93790346646676,673.68,
2023-02-20,Allergy Relief,343.0,Montreal,,63.2,297.0,10.0,46.3,1053.03,
2023-02-20,Allergy Relief,352.0,Calgary,-18.0,63.1,337.0,11.0,49.5,1142.93,
2023-02-20,Pain Relief,591.0,Toronto,-0.8,69.2,285.0,17.0,60.1,955.84,
2023-02-20,Pain Relief,758.0,Vancouver,5.6,61.7,281.0,8.0,75.6,915.33,
2023-02-20,Pain Relief,715.0,Montreal,-13.5,58.2,294.0,9.0,72.6,931.46,
2023-02-20,Pain Relief,768.0,Calgary,-19.6,58.2,275.0,13.0,73.0,882.69,
2023-02-20,Cough Suppressant,1382.0,Toronto,,66.6,286.0,16.0,71.9,1410.73,
2023-02-20,Cough Suppressant,1332.0,Vancouver,7.5,58.9,285.0,9.0,91.7,1480.32,
2023-02-20,Cough Suppressant,1609.0,Montreal,-10.5,50.9,308.0,13.0,82.7,1322.02,
2023-02-20,Cough Suppressant,1132.0,Calgary,-20.8,59.2,,14.0,,1102.53,
2023-02-20,Fever Reducer,800.0,Toronto,-12.6,60.7,276.0,,48.0,779.58,
2023-02-20,Fever Reducer,931.0,Vancouver,7.0,60.9,311.0,16.0,81.1,869.05,
2023-02-20,Fever Reducer,1070.0,Montreal,-9.1,56.6,,13.0,72.7,997.76,
2023-02-20,Fever Reducer,897.0,Calgary,-14.1,62.0,285.0,10.0,46.7,942.0,
2023-02-21,Cold Relief,1420.0,Toronto,-3.7,54.4,,7.0,65.2,3345.5,
2023-02-21,Cold Relief,1140.0,Vancouver,5.1,62.0,284.0,4.0,72.1,2731.02,
2023-02-21,Cold Relief,1813.0,Montreal,-5.5,63.6,290.0,11.0,100.0,3462.84,
2023-02-21,Cold Relief,1378.0,Calgary,-18.5,54.7,314.0,16.0,63.2,3412.68,
2023-02-21,Allergy Relief,361.0,Toronto,1.1,70.0,262.0,8.0,38.4,1384.37,
2023-02-21,Allergy Relief,292.0,Vancouver,5.5,53.7,321.0,12.0,37.7,702.81,
2023-02-21,Allergy Relief,486.0,Montreal,-7.7,62.2,309.0,7.0,65.3,,
2023-02-21,Allergy Relief,389.0,Calgary,-13.4,65.3,327.0,11.0,46.8,975.05,
2023-02-21,Pain Relief,786.0,Toronto,-11.6,52.9,300.0,13.0,82.2,1604.07,
2023-02-21,Pain Relief,620.0,Vancouver,5.8,52.4,322.0,13.0,64.7,999.51,
2023-02-21,Pain Relief,681.0,Montreal,-9.3,58.0,,5.0,64.8,1125.06,
2023-02-21,Pain Relief,674.0,Calgary,-14.3,65.0,275.0,11.0,75.8,837.56,
2023-02-21,Cough Suppressant,1279.0,Toronto,-3.0,65.3,299.0,8.0,77.7,1102.67,
2023-02-21,Cough Suppressant,876.0,Vancouver,5.1,63.2,294.0,9.0,63.5,692.01,
2023-02-21,Cough Suppressant,1231.0,Montreal,-10.3,58.1,327.0,8.0,57.9,1117.51,
2023-02-21,Cough Suppressant,1453.0,Calgary,,55.3,332.0,8.0,56.9,1461.22,
2023-02-21,Fever Reducer,945.0,Toronto,-12.5,57.7,297.0,8.0,53.8,,
2023-02-21,Fever Reducer,1174.0,Vancouver,-0.5,61.2,293.0,11.0,73.9,814.81,
2023-02-21,Fever Reducer,1118.0,Montreal,,61.3,310.0,8.0,67.9,943.42,
2023-02-21,Fever Reducer,1059.0,Calgary,-19.6,52.5,281.0,10.0,66.8,,
2023-02-22,Cold Relief,1540.0,Toronto,-4.8,59.3,291.0,8.0,71.6,2636.2,
2023-02-22,Cold Relief,1218.0,Vancouver,4.8,59.9,275.0,6.0,68.9,3398.94,
2023-02-22,Cold Relief,1447.0,Montreal,-12.4,68.4,284.0,7.0,100.0,2924.53,
2023-02-22,Cold Relief,1174.0,Calgary,-10.5,63.1,277.0,12.0,72.3,2925.92,
2023-02-22,Allergy Relief,303.0,Toronto,0.4,57.8,306.0,12.0,43.5,500.0,
2023-02-22,Allergy Relief,259.0,Vancouver,6.2,57.7,302.0,12.0,46.9,1059.3,
2023-02-22,Allergy Relief,362.0,Montreal,-8.7,62.0,328.0,12.0,34.3,1122.13,
2023-02-22,Allergy Relief,367.0,Calgary,-18.0,56.2,277.0,8.0,96.93790346646676,1298.55,
2023-02-22,Pain Relief,708.0,Toronto,-2.5,61.9,322.0,9.0,80.8,974.13,
2023-02-22,Pain Relief,573.0,Vancouver,0.4,58.6,282.0,12.0,60.0,865.33,
2023-02-22,Pain Relief,780.0,Montreal,-9.7,51.9,303.0,13.0,72.3,1182.03,
2023-02-22,Pain Relief,719.0,Calgary,-15.9,57.1,292.0,6.0,78.7,1417.44,
2023-02-22,Cough Suppressant,1440.0,Toronto,-4.9,60.1,302.0,11.0,75.3,4513.704066957853,
2023-02-22,Cough Suppressant,1037.0,Vancouver,7.2,63.0,324.0,11.0,71.7,500.0,
2023-02-22,Cough Suppressant,1643.0,Montreal,,63.7,328.0,13.0,89.2,1424.13,
2023-02-22,Cough Suppressant,1186.0,Calgary,-14.6,65.6,317.0,11.0,60.0,548.25,
2023-02-22,Fever Reducer,954.0,Toronto,,61.7,286.0,11.0,,1047.14,
2023-02-22,Fever Reducer,756.0,Vancouver,1.8,53.7,267.0,12.0,54.9,761.28,
2023-02-22,Fever Reducer,1107.0,Montreal,-6.9,,315.0,9.0,66.7,1210.55,
2023-02-22,Fever Reducer,1250.0,Calgary,-16.4,57.3,289.0,10.0,71.4,1187.06,
2023-02-23,Cold Relief,1452.0,Toronto,,57.9,316.0,5.0,85.6,2878.61,
2023-02-23,Cold Relief,1813.0,Vancouver,2.3,68.7,261.0,8.0,83.8,2406.29,
2023-02-23,Cold Relief,1688.0,Montreal,,55.8,273.0,9.0,81.1,2967.44,
2023-02-23,Cold Relief,1302.0,Calgary,-15.3,51.2,279.0,10.0,77.5,,
2023-02-23,Allergy Relief,346.0,Toronto,-7.4,57.2,274.0,18.0,,1222.04,
2023-02-23,Allergy Relief,363.0,Vancouver,6.2,56.9,286.0,9.0,52.3,1114.37,
2023-02-23,Allergy Relief,357.0,Montreal,-10.3,61.3,324.0,7.0,64.3,500.0,
2023-02-23,Allergy Relief,478.0,Calgary,-15.3,62.1,297.0,10.0,65.8,1081.51,
2023-02-23,Pain Relief,589.0,Toronto,-4.6,65.2,286.0,10.0,55.1,1388.56,
2023-02-23,Pain Relief,578.0,Vancouver,8.6,57.6,295.0,13.0,,722.15,
2023-02-23,Pain Relief,771.0,Montreal,-6.3,63.6,313.0,13.0,71.8,692.57,
2023-02-23,Pain Relief,701.0,Calgary,-12.0,59.4,322.0,10.0,77.3,1293.78,
2023-02-23,Cough Suppressant,1501.0,Toronto,-4.4,53.3,304.0,3.0,73.0,878.59,
2023-02-23,Cough Suppressant,1203.0,Vancouver,10.9,64.8,288.0,11.0,96.7,1052.68,
2023-02-23,Cough Suppressant,1164.0,Montreal,-7.6,66.2,295.0,8.0,67.0,1305.56,
2023-02-23,Cough Suppressant,1442.0,Calgary,-15.9,61.6,288.0,10.0,69.3,1201.38,
2023-02-23,Fever Reducer,828.0,Toronto,-6.9,49.7,291.0,12.0,50.3,1220.19,
2023-02-23,Fever Reducer,709.0,Vancouver,4.0,58.4,314.0,12.0,57.0,1646.9,
2023-02-23,Fever Reducer,776.0,Montreal,-11.1,57.2,296.0,6.0,48.9,,
2023-02-23,Fever Reducer,935.0,Calgary,-16.0,67.3,302.0,8.0,50.9,1122.31,
2023-02-24,Cold Relief,1417.0,Toronto,-11.2,,293.0,12.0,81.0,2864.57,
2023-02-24,Cold Relief,1508.0,Vancouver,4.9,62.8,302.0,12.0,76.8,2159.43,
2023-02-24,Cold Relief,1744.0,Montreal,-14.3,62.5,335.0,8.0,75.5,3122.05,
2023-02-24,Cold Relief,1615.0,Calgary,-18.5,65.1,277.0,4.0,73.5,3054.65,
2023-02-24,Allergy Relief,411.0,Toronto,-8.7,56.6,306.0,11.0,70.0,970.81,
2023-02-24,Allergy Relief,300.0,Vancouver,2.9,59.7,315.0,8.0,35.9,500.0,
2023-02-24,Allergy Relief,404.0,Montreal,-9.2,60.3,275.0,5.0,61.2,1203.1,
2023-02-24,Allergy Relief,410.0,Calgary,-10.4,62.1,290.0,10.0,,984.41,
2023-02-24,Pain Relief,608.0,Toronto,-6.0,61.1,315.0,11.0,71.9,1116.53,
2023-02-24,Pain Relief,703.0,Vancouver,0.2,63.1,309.0,7.0,84.8,1296.32,
2023-02-24,Pain Relief,696.0,Montreal,-12.3,65.0,270.0,9.0,69.8,1087.99,
2023-02-24,Pain Relief,569.0,Calgary,-15.9,72.7,273.0,80.86571328878806,67.7,1361.07,
2023-02-24,Cough Suppressant,1081.0,Toronto,-5.7,62.2,300.0,11.0,61.6,677.47,
2023-02-24,Cough Suppressant,969.0,Vancouver,7.0,,297.0,6.0,71.7,1178.46,
2023-02-24,Cough Suppressant,1308.0,Montreal,,61.2,328.0,8.0,75.0,587.47,
2023-02-24,Cough Suppressant,1455.0,Calgary,,53.6,292.0,10.0,86.6,1125.55,
2023-02-24,Fever Reducer,1040.0,Toronto,-2.2,62.0,287.0,10.0,70.7,,
2023-02-24,Fever Reducer,893.0,Vancouver,1.5,56.6,307.0,11.0,76.5,862.69,
2023-02-24,Fever Reducer,1005.0,Montreal,-7.7,57.5,261.0,9.0,67.0,1097.58,
2023-02-24,Fever Reducer,934.0,Calgary,-15.9,64.7,290.0,10.0,65.6,572.57,
2023-02-25,Cold Relief,1274.0,Toronto,-5.9,67.9,344.0,13.0,68.9,3096.97,
2023-02-25,Cold Relief,1213.0,Vancouver,5.6,61.0,296.0,11.0,96.8,3054.09,
2023-02-25,Cold Relief,1630.0,Montreal,-11.8,66.2,279.0,10.0,88.2,2606.54,
2023-02-25,Cold Relief,1540.0,Calgary,-25.565963918266934,49.6,282.0,15.0,78.0,3034.29,
2023-02-25,Allergy Relief,275.0,Toronto,-8.3,,323.0,8.0,48.2,539.76,
